Anbieter;Kurzbeschreibung Anbieter;Kurzbeschreibung des Angebots;Informationen zum Angebot;Webseite;Straße + Hausnummer des Angebotorts;Ort;PLZ des Angebotorts;Bezirk;Gratis?;Kategorie;Zielgruppen;X WGS 84;Y WGS 84;Sprache;Slug;Freigegeben
Gedenkstätte Hohenschönhausen;Die Gedenkstätte Berlin-Hohenschönhausen in der ehemaligen Untersuchungshaftanstalt der Stasi informiert über die Formen und Folgen der politischen Verfolgung in der DDR.;Ermäßigter Eintritt;Ermäßigter Eintritt für geführten Rundgang durch die historischen Bereiche der Gedenkstätte. Der Besuch der Dauerausstellung  Inhaftiert in Hohenschönhausen ist kostenfrei.;https://www.stiftung-hsh.de/;Genslerstraße 66;Berlin;13055;Lichtenberg;nein;Kultur;Erwachsene, Senioren, Familie;13,50014536;52,54162893;de;Gedenkstätte Hohenschönhausen;Ja
Memorial Site Hohenschönhausen;The Memorial Site Berlin-Hohenschönhausen in the former Stasi remand center informs about the forms and consequences of political persecution in the GDR.;Reduced admission;Reduced admission for guided tours through the historical areas of the memorial site. The visit to the permanent exhibition 'Incarcerated in Hohenschönhausen' is free of charge.;https://www.stiftung-hsh.de/;Genslerstraße 66;Berlin;13055;Lichtenberg;nein;Kultur;Erwachsene, Senioren, Familie;13,50014536;52,54162893;en;Gedenkstätte Hohenschönhausen;Ja
Gedenkstätte Plötzensee;Die Gedenkstätte Plötzensee erinnert an die Opfer des Nationalsozialismus im Strafgefängnis Berlin-Plötzensee.;Freier Eintritt ;freier Eintritt für alle Besucher*innen;https://www.gedenkstaette-ploetzensee.de/;Hüttigpfad;Berlin;13627;Charlottenburg-Wilmersdorf;ja;Kultur;Erwachsene, Senioren, Familie;13,32034093;52,54222595;de;Gedenkstätte Plötzensee;Ja
Plötzensee Memorial;The Plötzensee Memorial commemorates the victims of National Socialism in the Berlin-Plötzensee prison.;Free admission;free admission for all visitors;https://www.gedenkstaette-ploetzensee.de/;Hüttigpfad;Berlin;13627;Charlottenburg-Wilmersdorf;ja;Kultur;Erwachsene, Senioren, Familie;13,32034093;52,54222595;en;Gedenkstätte Plötzensee;Ja
Gedenkstätte Stille Helden;Die Gedenkstätte Stille Helden ist eine Gedenkstätte in Berlin für den Widerstand gegen die Judenverfolgung 1933 bis 1945.;Freier Eintritt ;freier Eintritt für alle Besucher*innen;https://www.gedenkstaette-stille-helden.de/;Stauffenbergstraße 13-14;Berlin;10785;Mitte;ja;Kultur;Erwachsene, Senioren, Familie;13,36313084;52,5077342;de;Gedenkstätte Stille Helden;Ja
Memorial to the Quiet Heroes;The Memorial to the Quiet Heroes is a memorial in Berlin for the resistance against the persecution of Jews from 1933 to 1945;Free admission;free admission for all visitors;https://www.gedenkstaette-stille-helden.de/;Stauffenbergstraße 13-14;Berlin;10785;Mitte;ja;Kultur;Erwachsene, Senioren, Familie;13,36313084;52,5077342;en;Gedenkstätte Stille Helden;Ja
Gedenkstätte und Museum Sachsenhausen;Die Mahn- und Gedenkstätte Sachsenhausen informiert über die Geschichte des ehemaligen Konzentrationslagers am authentischen Ort.;Freier Eintritt ;freier Eintritt für alle Besucher*innen;https://www.sachsenhausen-sbg.de;Str. d. Nationen 22;Oranienburg;16515;Oranienburg;ja;Kultur;Erwachsene, Senioren, Familie;13,26141527;52,76460323;de;Gedenkstätte und Museum Sachsenhausen;Ja
Sachsenhausen Memorial and Museum;The Sachsenhausen Memorial and Museum informs about the history of the former concentration camp at an authentic site.;Free admission;free admission for all visitors;https://www.sachsenhausen-sbg.de;Str. d. Nationen 22;Oranienburg;16515;Oranienburg;ja;Kultur;Erwachsene, Senioren, Familie;13,26141527;52,76460323;en;Gedenkstätte und Museum Sachsenhausen;Ja
Gemäldegalerie;Die Gemäldegalerie ist ein Kunstmuseum in Berlin. Sie ist Teil der Staatlichen Museen zu Berlin.;Freier Eintritt ;freier Eintritt;http://www.smb.museum/gg;Matthäikirchplatz;Berlin;10785;Tempelhof-Schöneberg;ja;Kultur;Erwachsene, Senioren, Familie;13,36654908;52,50867768;de;Gemäldegalerie;Ja
Picture Gallery;The Picture Gallery is an art museum in Berlin. It is part of the State Museums of Berlin.;Free admission;free admission;http://www.smb.museum/gg;Matthäikirchplatz;Berlin;10785;Tempelhof-Schöneberg;ja;Kultur;Erwachsene, Senioren, Familie;13,36654908;52,50867768;en;Gemäldegalerie;Ja
Georg Kolbe Museum;Das Georg Kolbe Museum in Berlin ist ein Museum mit den Schwerpunkten Klassische Moderne und Zeitgenössische Kunst und ein Forschungszentrum zur Skulptur der Moderne.;Freier Eintritt ;Für Berechtigungsnachweis-Inhaber*innen kostenloser Eintritt|Eintritt frei für alle Kinder und Jugendlichen bis 18 Jahre.;http://www.georg-kolbe-museum.de/besuch/;Sensburger Allee 25;Berlin;14055;Charlottenburg-Wilmersdorf;nein;Kultur;Erwachsene, Senioren, Familie;13,25490353;52,5099456;de;Georg Kolbe Museum;Ja
Georg Kolbe Museum;The Georg Kolbe Museum in Berlin is a museum focused on Classical Modernism and Contemporary Art and a research center for Modern Sculpture.;Free admission;Free admission for holders of proof of entitlement|Free admission for all children and teenagers up to 18 years old.;http://www.georg-kolbe-museum.de/besuch/;Sensburger Allee 25;Berlin;14055;Charlottenburg-Wilmersdorf;nein;Kultur;Erwachsene, Senioren, Familie;13,25490353;52,5099456;en;Georg Kolbe Museum;Ja
Graphothek Berlin;Kunstsammlung des Bezirks Reinickendorf zum Ausleihen;Ermäßigte Jahreskarte;Bilder zum Ausleihen;https://www.graphothek-berlin.de/;Königshorster Str. 6;Berlin;13439;Reinickendorf;nein;Kultur;Erwachsene, Senioren, Familie;13,35209214;52,59760801;de;Graphothek Berlin;Ja
Graphothek Berlin;Art collection of the district of Reinickendorf for borrowing;Discounted annual pass;Pictures for borrowing;https://www.graphothek-berlin.de/;Königshorster Str. 6;Berlin;13439;Reinickendorf;nein;Kultur;Erwachsene, Senioren, Familie;13,35209214;52,59760801;en;Graphothek Berlin;Ja
GRIPS Theater gGmbH;Das Grips-Theater (Eigenschreibweise: GRIPS Theater) ist ein Kinder- und Jugendtheater in der Altonaer Straße am U-Bahnhof Hansaplatz im Berliner Ortsteil Hansaviertel des Bezirks Mitte.;Ermäßigter Eintritt;3 Euro Ticket sind an der Abendkasse erhältlich. Reservierungen sind nur für Vorbestellungen am selben Tag telefonisch unter 397474-77 möglich.;https://www.grips-theater.de/de/;Altonaer Str. 22;Berlin;10557;Mitte;nein;Kultur;Erwachsene, Senioren, Familie;13,3416464;52,51872313;de;GRIPS Theater gGmbH;Ja
GRIPS Theater gGmbH;The GRIPS Theater (spelling: GRIPS Theater) is a children's and youth theater on Altonaer Straße at the Hansaplatz subway station in the Hansaviertel district of Berlin.;Discounted admission;3 Euro tickets are available at the box office. Reservations are only possible for same-day preorders by phone at 397474-77.;https://www.grips-theater.de/de/;Altonaer Str. 22;Berlin;10557;Mitte;nein;Kultur;Erwachsene, Senioren, Familie;13,3416464;52,51872313;en;GRIPS Theater gGmbH;Ja
Gropius Bau;Der Gropius Bau ist eines der bedeutendsten Ausstellungshäuser in Europa. Mit vielbeachteten zeitgenössischen und archäologischen Ausstellungen hat er immer wieder neue Erfahrungsräume eröffnet und seinen internationalen Ruf begründet.;Ermäßigter Eintritt;Mo, Mi, Do, Fr  11‚Äì19 Uhr | Sa, So 10‚Äì19 Uhr | Di geschlossen | Die Kasse schließt um 18.15 Uhr.;https://www.berlinerfestspiele.de/de/gropiusbau/start.html;Niederkirchnerstraße 7;Berlin;10963;Friedrichshain-Kreuzberg;nein;Kultur;Erwachsene, Senioren, Familie;13,38188916;52,50699341;de;Gropius Bau;Ja
Gropius Bau;The Gropius Bau is one of the most important exhibition houses in Europe. With highly regarded contemporary and archaeological exhibitions, it has continually opened new spaces of experience and established its international reputation.;Reduced admission;Mon, Wed, Thu, Fri 11 AM - 7 PM | Sat, Sun 10 AM - 7 PM | Closed on Tue | The ticket office closes at 6:15 PM;https://www.berlinerfestspiele.de/de/gropiusbau/start.html;Niederkirchnerstraße 7;Berlin;10963;Friedrichshain-Kreuzberg;nein;Kultur;Erwachsene, Senioren, Familie;13,38188916;52,50699341;en;Gropius Bau;Ja
GSJ gGmbH (Gesellschaft für Sport und Jugendsozialarbeit) MädchenSportZentrum Wilde Hütte;Das MädchenSportZentrum Wilde Hütte bietet ein großes Freizeit und Sportangebot-  und das Beste daran ist: Alles nur für Mädchen!;Freier Eintritt ;Montag bis Freitag von 12-18 Uhr.;https://www.wilde-huette.de;Lückstraße 18;Berlin;10317;Neukölln;nein;Sport;Kinder;13,4909728;52,50109812;de;GSJ gGmbH (Gesellschaft für Sport und Jugendsozialarbeit) MädchenSportZentrum Wilde Hütte;Ja
GSJ gGmbH (Society for Sports and Youth Social Work) Girls' Sports Center Wild Hut;The Girls' Sports Center Wild Hut offers a wide range of leisure and sports activities - and the best part is: it's all just for girls!;Free entry;Monday to Friday from 12 PM to 6 PM;https://www.wilde-huette.de;Lückstraße 18;Berlin;10317;Neukölln;nein;Sport;Kinder;13,4909728;52,50109812;en;GSJ gGmbH (Gesellschaft für Sport und Jugendsozialarbeit) MädchenSportZentrum Wilde Hütte;Ja
HABA Digitalwerkstatt;Die HABA Digitalwerkstatt ist ein kreativer Bildungs- und Erfahrungsraum für Kinder und Erwachsene, Familien und Schulen, und auch Unternehmen. Im Mittelpunkt steht das spielerische Lernen und Vermitteln der digitalen Welt.;Ermäßigter Eintritt;Für Berechtigungsnachweis-Inhaber*innen gibt es 75% Ermäßigung auf Kursgebühren.;https://digitalwerkstatt.de/;Chausseestraße 57;Berlin;10115;Mitte;nein;Bildung & Beratung;Erwachsene, Senioren, Familie;13,37609465;52,53643709;de;HABA Digitalwerkstatt;Ja
HABA Digital Workshop;The HABA Digital Workshop is a creative educational and experiential space for children and adults, families and schools, and also businesses. The focus is on playful learning and conveying the digital world.;Reduced admission;For holders of proof of eligibility, there is a 75% discount on course fees.;https://digitalwerkstatt.de/;Chausseestraße 57;Berlin;10115;Mitte;nein;Bildung & Beratung;Erwachsene, Senioren, Familie;13,37609465;52,53643709;en;HABA Digitalwerkstatt;Ja
Hackesche Höfe Kino;as Hackesche Höfe Kino ist ein in der Berliner Kinolandschaft herausragendes Kino. Hier wird vorwiegend europäisches Kino gezeigt;Ermäßigter Eintritt;Zuschläge für √úberlängen, Festivals, Premieren entfallen. Es gibt keine Ausschlusstage. 4,40 Euro bzw. 4 Euro bei online- Buchung;https://www.hoefekino.de/#today;Rosenthaler Str. 40 -41;Berlin;10178;Mitte;nein;Freizeit;Kinder, Erwachsene, Familie, Senioren;13,4025004;52,52402063;de;Hackesche Höfe Kino;Ja
Hackesche Höfe Kino;Hackesche Höfe Kino is an outstanding cinema in the Berlin cinema landscape. Here mainly European films are shown;Reduced admission;Surcharges for extended films, festivals, premieres do not apply. There are no exclusion days. 4.40 euros or 4 euros for online booking;https://www.hoefekino.de/#today;Rosenthaler Str. 40 -41;Berlin;10178;Mitte;nein;Freizeit;Kinder, Erwachsene, Familie, Senioren;13,4025004;52,52402063;en;Hackesche Höfe Kino;Ja
Hamburger Bahnhof - Museum für Gegenwart Berlin;Der Hamburger Bahnhof zeigt auf rund 10.000 Quadratmetern Kunst ab der zweiten Jahrhunderthälfte, wie von Andy Warhol und Roy Lichtenstein.;Freier Eintritt ;freier Eintritt;https://www.smb.museum/museen-einrichtungen/hamburger-bahnhof/home/;Invalidenstraße 50;Berlin;10557;Mitte;ja;Kultur;Erwachsene, Senioren, Familie;13,37319983;52,52789977;de;Hamburger Bahnhof - Museum für Gegenwart Berlin;Ja
Hamburger Bahnhof - Museum for Contemporary Art Berlin;The Hamburger Bahnhof showcases art from the second half of the century over approximately 10,000 square meters, featuring works by Andy Warhol and Roy Lichtenstein.;Free admission;free admission;https://www.smb.museum/museen-einrichtungen/hamburger-bahnhof/home/;Invalidenstraße 50;Berlin;10557;Mitte;ja;Kultur;Erwachsene, Senioren, Familie;13,37319983;52,52789977;en;Hamburger Bahnhof - Museum für Gegenwart Berlin;Ja
Hanf Museum Berlin;Das Hanf Museum ist seit 1994 eine ständige Ausstellung über die alte Kulturpflanze Hanf. Sie befindet sich im Herzen Berlins, im Nikolai-Viertel.;Ermäßigter Eintritt;ermäßigter Eintritt;https://www.hanfmuseum.de;Mühlendamm 5;Berlin;10178;Mitte;nein;Kultur;Erwachsene, Senioren, Familie;13,40827687;52,51664434;de;Hanf Museum Berlin;Ja
Hemp Museum Berlin;The Hemp Museum has been a permanent exhibition about the ancient crop hemp since 1994. It is located in the heart of Berlin, in the Nikolai Quarter.;Reduced admission;reduced admission;https://www.hanfmuseum.de;Mühlendamm 5;Berlin;10178;Mitte;nein;Kultur;Erwachsene, Senioren, Familie;13,40827687;52,51664434;en;Hanf Museum Berlin;Ja
Haus der Kulturen der Welt;Das Haus der Kulturen der Welt widmet sich der Suche nach Strategien für ein besseres Zusammenleben in und mit dieser Welt. Es ist ein Haus, in dem Kulturen der Gastfreundschaft und Konvivialität gepflegt, zur Blüte gebracht und weitergetragen werden.;Ermäßigter Eintritt;ermäßiger Eintritt (viele Veranstaltungen sind auch eintrittsfrei siehe Website), montags Eintritt frei;https://www.hkw.de/de/;John-Foster-Dulles-Allee 10;Berlin;10557;Mitte;nein;Kultur;Kinder, Erwachsene, Familie, Senioren;13,36458856;52,51852626;de;Haus der Kulturen der Welt;Ja
House of World Cultures;The House of World Cultures is dedicated to seeking strategies for better coexistence in and with this world. It is a place where cultures of hospitality and conviviality are nurtured, flourished, and carried forward.;Discounted admission;discounted admission (many events are also free of charge, please see website), free admission on Mondays;https://www.hkw.de/de/;John-Foster-Dulles-Allee 10;Berlin;10557;Mitte;nein;Kultur;Kinder, Erwachsene, Familie, Senioren;13,36458856;52,51852626;en;Haus der Kulturen der Welt;Ja
Haus der Sinne;Im Haus der Sinne finden Tango, Swing, Konzerte, Lesungen und Open-Stage-Abende statt.;Ermäßigter Eintritt;ermäßigter Preis. Der Preis variiert je nach Veranstaltung.;https://hausdersinne-berlin.de/;Ystader Str. 10;Berlin;10437;Pankow;nein;Kultur;Kinder, Erwachsene, Familie, Senioren;13,40439444;52,54909019;de;Haus der Sinne;Ja
House of Senses;At the House of Senses, tango, swing, concerts, readings, and open-stage nights take place.;Reduced admission;reduced price. The price varies depending on the event.;https://hausdersinne-berlin.de/;Ystader Str. 10;Berlin;10437;Pankow;nein;Kultur;Kinder, Erwachsene, Familie, Senioren;13,40439444;52,54909019;en;Haus der Sinne;Ja
Haus der Wannsee-Konferenz;Die Gedenkstätte dokumentiert die Wannsee-Konferenz und setzt sich mit Ausstellungen, Bildungsangeboten und einer Bibliothek mit dem Holocaust auseinander.;Freier Eintritt ;freier Eintritt für alle Besucher*innen;https://www.ghwk.de/de;Am Großen Wannsee 56-58;Berlin;14109;Steglitz-Zehlendorf;ja;Kultur;Erwachsene, Senioren, Familie;13,16635829;52,43232211;de;Haus der Wannsee-Konferenz;Ja
House of the Wannsee Conference;The memorial documents the Wannsee Conference and engages with exhibitions, educational offerings, and a library related to the Holocaust.;Free admission;free admission for all visitors;https://www.ghwk.de/de;Am Großen Wannsee 56-58;Berlin;14109;Steglitz-Zehlendorf;ja;Kultur;Erwachsene, Senioren, Familie;13,16635829;52,43232211;en;Haus der Wannsee-Konferenz;Ja
Hebbel am Ufer;Das HAU ist ein internationales Produktionshaus und Spielort für Festivals, Gastspiele und Koproduktionen, dazu gehören Veranstaltungen aus den Bereichen Theater, Tanz, Performance, Diskurs, Musik und Bildende Kunst.;Ermäßigter Eintritt;3 Euro Ticket an der Abendkasse. Ausgenommen sind Premieren, Sonder- und Fremdveranstaltungen, keine Reservierungen.;https://www.hebbel-am-ufer.de/;Hallesches Ufer 34;Berlin;10963;Friedrichshain-Kreuzberg;nein;Freizeit;Erwachsene, Senioren, Familie;13,38599017;52,49911207;de;Hebbel am Ufer;Ja
Hebbel am Ufer;The HAU is an international production house and venue for festivals, guest performances, and co-productions, including events in the fields of theater, dance, performance, discourse, music, and visual arts.;Reduced admission;3 Euro ticket at the box office. Excludes premieres, special events, and foreign performances, no reservations.;https://www.hebbel-am-ufer.de/;Hallesches Ufer 34;Berlin;10963;Friedrichshain-Kreuzberg;nein;Freizeit;Erwachsene, Senioren, Familie;13,38599017;52,49911207;en;Hebbel am Ufer;Ja
Heimathafen Neukölln;Der Heimathafen Neukölln ist ein Kulturraum für freies Theater, Unterhaltung, Debatten, Konzerte, Schauspiel und Performance in Berlin-Neukölln.;Ermäßigter Eintritt;Berechtigungsnachweis-Inhaber*innen zahlen 3 Euro. Die Verfügbarkeit bitte 30 Min. vor Veranstaltungsbeginn an der Abendkasse erfragen. Gilt nur bei Eigenproduktionen und solange der Vorrat reicht. Infos unter Tel. 220 13 69-80.;https://heimathafen-neukoelln.de/;Karl-Marx-Straße 141;Berlin;12043;Neukölln;nein;Freizeit;Erwachsene, Senioren, Familie;13,4392008;52,4769666;de;Heimathafen Neukölln;Ja
Heimathafen Neukölln;Heimathafen Neukölln is a cultural space for free theater, entertainment, debates, concerts, acting, and performance in Berlin-Neukölln;Reduced admission;Eligible holders pay 3 euros. Please inquire about availability 30 minutes before the event starts at the box office. Valid only for original productions and while supplies last. Information available at Tel. 220 13 69-80;https://heimathafen-neukoelln.de/;Karl-Marx-Straße 141;Berlin;12043;Neukölln;nein;Freizeit;Erwachsene, Senioren, Familie;13,4392008;52,4769666;en;Heimathafen Neukölln;Ja
Heimatmuseum Zehlendorf;Das Museum des Heimatvereins Zehlendorf e.V. zeigt die Heimat- und Regionalgeschichte des Bezirks Zehlendorf.;Freier Eintritt ;freier Eintritt für alle Besucher*innen;https://www.heimatmuseum-zehlendorf.de;Clayallee 355;Berlin;14169;Steglitz-Zehlendorf;ja;Kultur;Erwachsene, Senioren, Familie;13,26037466;52,43545206;de;Heimatmuseum Zehlendorf;Ja
